epoch,accuracy,dice_coef,iou,loss,lr,precision_4,recall_4,val_accuracy,val_dice_coef,val_iou,val_loss,val_precision_4,val_recall_4
0,0.974797785282135,0.8400290608406067,0.7448716163635254,0.1599714607000351,1e-04,0.8192806243896484,0.9193882346153259,0.9268274307250977,0.005453207995742559,0.0027344461996108294,0.9945468306541443,0.0,0.0
1,0.9873933792114258,0.9200235605239868,0.8568553924560547,0.07997608184814453,1e-04,0.9275527596473694,0.9414020776748657,0.9839193820953369,0.9024872183799744,0.8266136646270752,0.09751281887292862,0.909945011138916,0.8785390853881836
2,0.9892544150352478,0.9371691346168518,0.8854222297668457,0.0628313198685646,1e-04,0.9418410062789917,0.9491153955459595,0.9843349456787109,0.906132698059082,0.8332390189170837,0.0938672423362732,0.908950924873352,0.888685405254364
3,0.9903513193130493,0.9472060203552246,0.902033805847168,0.05279397591948509,1e-04,0.9487493634223938,0.9556908011436462,0.9879734516143799,0.9238419532775879,0.8631124496459961,0.07615795731544495,0.9045814871788025,0.9609220623970032
4,0.9911733269691467,0.9527865648269653,0.9118028879165649,0.04721376299858093,1e-04,0.955636739730835,0.9584455490112305,0.9878337383270264,0.920111358165741,0.8567109704017639,0.0798887386918068,0.9491659998893738,0.8966813087463379
5,0.9909417629241943,0.951667070388794,0.9097813963890076,0.048332322388887405,1e-04,0.9567370414733887,0.9542554616928101,0.989551305770874,0.9391769766807556,0.8897958397865295,0.06082308292388916,0.9221675395965576,0.9650546908378601
6,0.9920199513435364,0.96010822057724,0.9246687889099121,0.03989170491695404,1e-04,0.9641740322113037,0.9599948525428772,0.9884511828422546,0.9219534993171692,0.8601472973823547,0.07804643362760544,0.924091100692749,0.9389111399650574
7,0.9924388527870178,0.9622927904129028,0.92866450548172,0.03770732134580612,1e-04,0.9683051705360413,0.9608229994773865,0.9807254672050476,0.8706650733947754,0.7810523509979248,0.12933503091335297,0.9316278696060181,0.8058972954750061
8,0.9924513697624207,0.9633592963218689,0.9303030371665955,0.03664045035839081,1e-04,0.9701409339904785,0.9590842723846436,0.9872234463691711,0.927060604095459,0.8676974773406982,0.07293935120105743,0.9325883388519287,0.906736433506012
9,0.9923969507217407,0.9631365537643433,0.9298956990242004,0.03686290234327316,1e-04,0.9706997871398926,0.9578617811203003,0.9831579327583313,0.898500382900238,0.8205034136772156,0.10149971395730972,0.8862951993942261,0.9028818607330322
10,0.9934102892875671,0.9709427952766418,0.9439969062805176,0.029057200998067856,1e-04,0.9766032695770264,0.9645851850509644,0.9899740815162659,0.9345054626464844,0.8821218609809875,0.065494604408741,0.9499613642692566,0.9273267388343811
11,0.9940972924232483,0.9757247567176819,0.9528699517250061,0.024274608120322227,1e-05,0.981020450592041,0.9686424136161804,0.9906557202339172,0.9434046745300293,0.8970153331756592,0.05659535527229309,0.9393321871757507,0.9539405703544617
12,0.9942935109138489,0.9770674705505371,0.9553959965705872,0.022932734340429306,1e-05,0.9823436737060547,0.9697285294532776,0.9907605051994324,0.9440940022468567,0.8982226252555847,0.05590599775314331,0.9395257830619812,0.9554024934768677
13,0.9944250583648682,0.9778741598129272,0.9569187760353088,0.022125765681266785,1e-05,0.9834156632423401,0.9702034592628479,0.9908514618873596,0.9439318776130676,0.8977019190788269,0.05606811121106148,0.9413242936134338,0.9546693563461304
14,0.9945580363273621,0.97869473695755,0.9584684371948242,0.021305138245224953,1e-05,0.984581470489502,0.9706552624702454,0.9907243847846985,0.9419717788696289,0.8946250081062317,0.058028172701597214,0.9449617862701416,0.9486914873123169
15,0.9946881532669067,0.9795260429382324,0.9600423574447632,0.02047412469983101,1e-05,0.9856388568878174,0.9711765050888062,0.9908445477485657,0.9454211592674255,0.9008663296699524,0.05457887426018715,0.9431867003440857,0.9528805613517761
16,0.9948137998580933,0.9803168177604675,0.9615429043769836,0.01968335174024105,1e-05,0.9866780042648315,0.9716697931289673,0.9909436106681824,0.9454578757286072,0.9008672833442688,0.054542120546102524,0.9415740370750427,0.9556783437728882
17,0.9949638247489929,0.9812721610069275,0.9633565545082092,0.018728505820035934,1e-05,0.9879393577575684,0.9722197651863098,0.9908890128135681,0.9464071393013,0.9024137854576111,0.05359281972050667,0.9394084811210632,0.9574085474014282
18,0.9950847625732422,0.982071578502655,0.9648891687393188,0.017928827553987503,1e-05,0.9888704419136047,0.9727707505226135,0.9909878373146057,0.94707852602005,0.9034498333930969,0.05292152240872383,0.9406360387802124,0.9572119116783142
19,0.9951973557472229,0.9828253388404846,0.9663230180740356,0.017173832282423973,1e-05,0.9898242354393005,0.9731825590133667,0.9906020164489746,0.945164680480957,0.9002041220664978,0.05483532324433327,0.9365174174308777,0.9562746286392212
20,0.9953158497810364,0.9836080074310303,0.9678201675415039,0.016392042860388756,1e-05,0.990757405757904,0.9736809730529785,0.9906056523323059,0.9445836544036865,0.8990347385406494,0.05541634559631348,0.9378069639205933,0.9545672535896301
21,0.995424747467041,0.984332263469696,0.9692105054855347,0.015667954459786415,1e-05,0.991539478302002,0.9742505550384521,0.99070143699646,0.945923388004303,0.9012162089347839,0.05407661572098732,0.9391531348228455,0.9549756646156311
22,0.9955045580863953,0.9848359823226929,0.9701823592185974,0.015163875184953213,1e-05,0.9921028017997742,0.9746401309967041,0.9906814694404602,0.945213258266449,0.9000425934791565,0.05478673055768013,0.939383864402771,0.953443169593811
23,0.9955888986587524,0.985366940498352,0.9711980223655701,0.014633328653872013,1e-05,0.9927576780319214,0.9750211834907532,0.9906871318817139,0.9457014203071594,0.9009201526641846,0.05429862439632416,0.9374539852142334,0.9565711617469788
24,0.9956700801849365,0.9858986735343933,0.9722188711166382,0.01410158071666956,1e-06,0.9933103919029236,0.9755145311355591,0.990880012512207,0.9462459087371826,0.9013178944587708,0.05375412106513977,0.9422361254692078,0.9539003968238831
25,0.9956952929496765,0.9861069321632385,0.9726231694221497,0.013893079943954945,1e-06,0.9935364723205566,0.9755018949508667,0.9908847808837891,0.9459719657897949,0.9007382392883301,0.05402802303433418,0.9430778622627258,0.952964186668396
26,0.9957110285758972,0.9862363934516907,0.972873866558075,0.013763881288468838,1e-06,0.9936366677284241,0.9756003618240356,0.990882396697998,0.9460525512695312,0.9009202122688293,0.053947459906339645,0.9429468512535095,0.9530673623085022
27,0.9957228899002075,0.9863368272781372,0.9730717539787292,0.013662449084222317,1e-06,0.9937163591384888,0.9756785035133362,0.990886390209198,0.9460877776145935,0.9009912610054016,0.05391222611069679,0.943025529384613,0.9530065655708313
28,0.9957361817359924,0.9864309430122375,0.9732521176338196,0.013569764792919159,1e-06,0.9937955737113953,0.9757510423660278,0.9908933639526367,0.9461784362792969,0.9011295437812805,0.05382154881954193,0.9434905052185059,0.9525460600852966
29,0.9957510232925415,0.9865492582321167,0.9734820127487183,0.013450226746499538,1e-07,0.9940114617347717,0.9754711985588074,0.9908964037895203,0.9462344646453857,0.9011797904968262,0.053765565156936646,0.9429464936256409,0.9541198015213013
