epoch,accuracy,dice_coef,iou,loss,lr,precision_1,recall_1,val_accuracy,val_dice_coef,val_iou,val_loss,val_precision_1,val_recall_1
0,0.9715901017189026,0.8438911437988281,0.7489436864852905,0.15610873699188232,1e-04,0.8066751956939697,0.9257665872573853,0.9268274307250977,0.003876878647133708,0.0019424002384766936,0.9961230754852295,0.0,0.0
1,0.9859153628349304,0.9156822562217712,0.8500885367393494,0.08431804180145264,1e-04,0.9241994619369507,0.9396127462387085,0.9832921028137207,0.8828911781311035,0.7955612540245056,0.11710888147354126,0.8975206613540649,0.8907272815704346
2,0.9877302050590515,0.9318128228187561,0.8759635090827942,0.0681871622800827,1e-04,0.9375272989273071,0.9458903670310974,0.9274840950965881,0.6254119277000427,0.4736950099468231,0.3745880424976349,0.511940062046051,0.9849042892456055
3,0.9887510538101196,0.9410659074783325,0.8912058472633362,0.05893370881676674,1e-04,0.9450458884239197,0.9496567845344543,0.986348569393158,0.9179701209068298,0.853618323802948,0.08202989399433136,0.8804092407226562,0.9748860597610474
4,0.9901536703109741,0.951934278011322,0.9099526405334473,0.04806579649448395,1e-04,0.9525780081748962,0.9580932855606079,0.9875186085700989,0.923088550567627,0.8624215722084045,0.07691135257482529,0.8986812829971313,0.9546465873718262
5,0.9899700880050659,0.9505108594894409,0.9078376889228821,0.049489494413137436,1e-04,0.954888105392456,0.9531093239784241,0.9880928993225098,0.9270737171173096,0.8693423867225647,0.07292628288269043,0.9090825915336609,0.9511340856552124
6,0.990291953086853,0.952741801738739,0.9116655588150024,0.04725818708539009,1e-04,0.956208348274231,0.955680251121521,0.9884702563285828,0.9311136603355408,0.8758745193481445,0.06888630986213684,0.9110196232795715,0.9595209956169128
7,0.9915279746055603,0.9610859155654907,0.9262642860412598,0.038913559168577194,1e-04,0.9638113975524902,0.9620248675346375,0.9873145222663879,0.9123873710632324,0.8460164070129395,0.08761262893676758,0.9376422762870789,0.9041591286659241
8,0.9918884634971619,0.9635066986083984,0.9306567907333374,0.03649265691637993,1e-04,0.9678617715835571,0.9618210792541504,0.9864396452903748,0.9174566268920898,0.8535519242286682,0.08254344016313553,0.8827089667320251,0.9682912826538086
9,0.9918118715286255,0.9627398252487183,0.929301381111145,0.037260256707668304,1e-04,0.968582272529602,0.9601066708564758,0.9871239066123962,0.9219327569007874,0.8597248196601868,0.07806725054979324,0.9062451720237732,0.9421042799949646
10,0.9926273822784424,0.9684014916419983,0.9395310282707214,0.03159796819090843,1e-04,0.973251223564148,0.9647478461265564,0.9840467572212219,0.8969842791557312,0.8182482719421387,0.10301578044891357,0.8726765513420105,0.9411126375198364
11,0.9929143786430359,0.9701343774795532,0.9426750540733337,0.02986580692231655,1e-04,0.9759644865989685,0.9652088284492493,0.9897295832633972,0.9417946934700012,0.8945620059967041,0.058205291628837585,0.9255337119102478,0.9597957730293274
12,0.9924376606941223,0.967023491859436,0.9372195601463318,0.0329766683280468,1e-04,0.9736385941505432,0.9620547890663147,0.9889169335365295,0.9332056641578674,0.8788602352142334,0.06679434329271317,0.9171915650367737,0.954498827457428
13,0.993091344833374,0.9714584350585938,0.9451287984848022,0.02854161337018013,1e-04,0.9775835275650024,0.9656065702438354,0.989550769329071,0.9393405318260193,0.89023756980896,0.060659412294626236,0.9177259802818298,0.9662384986877441
14,0.9936574101448059,0.9750126600265503,0.9516865015029907,0.02498796209692955,1e-04,0.9806780219078064,0.9689484238624573,0.9903354048728943,0.9440596699714661,0.8974191546440125,0.05594031140208244,0.9389756321907043,0.9486414790153503
15,0.99355548620224,0.9740164875984192,0.9499323964118958,0.025983178988099098,1e-04,0.9802360534667969,0.9681524038314819,0.988306999206543,0.9288723468780518,0.8700919151306152,0.07112766057252884,0.9372559189796448,0.9191668629646301
16,0.9934688806533813,0.9734182953834534,0.9489095211029053,0.026582149788737297,1e-04,0.9804878830909729,0.9668431878089905,0.9902803301811218,0.9458885192871094,0.9014485478401184,0.05411147698760033,0.9301160573959351,0.9625566601753235
17,0.9936169981956482,0.9746022820472717,0.9508599042892456,0.02539725974202156,1e-04,0.9811863303184509,0.9678856730461121,0.9895536303520203,0.9384780526161194,0.8881962299346924,0.06152190640568733,0.9329827427864075,0.9458284974098206
18,0.9939544796943665,0.9770801067352295,0.9554880261421204,0.02291964367032051,1e-04,0.9830614328384399,0.9698694348335266,0.9898914694786072,0.9422025084495544,0.8951601386070251,0.05779745802283287,0.9378830194473267,0.9438257217407227
19,0.9940677881240845,0.9777700901031494,0.9567983150482178,0.022230001166462898,1e-04,0.9839085340499878,0.9702153205871582,0.9887361526489258,0.9319493770599365,0.8779563307762146,0.06805058568716049,0.9248685240745544,0.9460283517837524
20,0.9945550560951233,0.9809012413024902,0.9626615047454834,0.019099021330475807,1e-04,0.9870177507400513,0.9727210402488708,0.990070641040802,0.9438381195068359,0.8980671763420105,0.05616183206439018,0.928776741027832,0.9602758288383484
21,0.9943007230758667,0.9792653918266296,0.9597401022911072,0.02073521912097931,1e-04,0.9867827296257019,0.9699008464813232,0.9534279704093933,0.7390768527984619,0.5964608788490295,0.2609231472015381,0.6267307996749878,0.9896418452262878
