epoch,accuracy,dice_coef,iou,loss,lr,precision_3,recall_3,val_accuracy,val_dice_coef,val_iou,val_loss,val_precision_3,val_recall_3
0,0.975938081741333,0.8466194272041321,0.7543358206748962,0.1533805876970291,1e-04,0.8318549394607544,0.9199132919311523,0.9268274307250977,0.00896083191037178,0.0045023406855762005,0.9910392165184021,0.0,0.0
1,0.987228512763977,0.9195228815078735,0.8571779131889343,0.08047685027122498,1e-04,0.9296714663505554,0.9388548731803894,0.986100435256958,0.9113712310791016,0.8417248129844666,0.08862876892089844,0.9025316834449768,0.9301745295524597
2,0.989155650138855,0.9353408813476562,0.8832513689994812,0.06465912610292435,1e-04,0.9448785185813904,0.9462676644325256,0.9856438040733337,0.9109752178192139,0.8405563831329346,0.08902481943368912,0.9174197316169739,0.9006282091140747
3,0.9904876351356506,0.9470523595809937,0.9032914638519287,0.052947260439395905,1e-04,0.9541674256324768,0.952914834022522,0.9854307174682617,0.9106660485267639,0.8409481048583984,0.08933397382497787,0.9058690071105957,0.9111297130584717
4,0.9911150932312012,0.9510769248008728,0.9103432893753052,0.04892360791563988,1e-04,0.9596276879310608,0.9548818469047546,0.9896121621131897,0.9402871131896973,0.8934013247489929,0.059712931513786316,0.9224513173103333,0.9622177481651306
5,0.9913937449455261,0.954695999622345,0.9164042472839355,0.04530433565378189,1e-04,0.9625204801559448,0.9552971124649048,0.9856054782867432,0.9151031970977783,0.849907636642456,0.08489670604467392,0.9222474694252014,0.8980074524879456
6,0.9925428628921509,0.9624583721160889,0.930112898349762,0.03754168003797531,1e-04,0.9702438712120056,0.9615035653114319,0.9889339804649353,0.933322012424469,0.8809187412261963,0.06667795032262802,0.9096692204475403,0.9656835198402405
7,0.9922199845314026,0.9604828357696533,0.9264307022094727,0.039517369121313095,1e-04,0.9700689315795898,0.9574221968650818,0.9891027808189392,0.9365717768669128,0.8868491649627686,0.06342832744121552,0.9226633310317993,0.9494636654853821
8,0.992996871471405,0.9662827253341675,0.9367978572845459,0.03371773287653923,1e-04,0.9746930599212646,0.9624696373939514,0.9893317222595215,0.9390642642974854,0.8909711837768555,0.06093570217490196,0.916684091091156,0.9631333351135254
9,0.9935808777809143,0.9705861210823059,0.9446743726730347,0.029413364827632904,1e-04,0.9787686467170715,0.9654563069343567,0.9896510243415833,0.9425979256629944,0.8957257866859436,0.057402048259973526,0.927354097366333,0.9577202200889587
10,0.9928539991378784,0.9649735689163208,0.9347103238105774,0.035026665776968,1e-04,0.9756103754043579,0.9596875309944153,0.9776288866996765,0.8509812951087952,0.7612924575805664,0.14901860058307648,0.9308729767799377,0.766833484172821
11,0.9934739470481873,0.9695752859115601,0.9428339004516602,0.030425600707530975,1e-04,0.9791620969772339,0.9637494087219238,0.9890633225440979,0.9358782172203064,0.8840479254722595,0.06412185728549957,0.936158299446106,0.9351618885993958
12,0.9942437410354614,0.9749627709388733,0.9528607130050659,0.02503705956041813,1e-04,0.9836806654930115,0.9686548113822937,0.9887793064117432,0.9354078769683838,0.8831596970558167,0.06459210067987442,0.921607255935669,0.949837327003479
13,0.9944959282875061,0.9766965508460999,0.9561260938644409,0.023302949965000153,1e-04,0.9856966137886047,0.9697250127792358,0.9899587631225586,0.944005012512207,0.8999261260032654,0.055994998663663864,0.923577070236206,0.9628173112869263
