epoch,accuracy,dice_coef,iou,loss,lr,precision_3,recall_3,val_accuracy,val_dice_coef,val_iou,val_loss,val_precision_3,val_recall_3
14,0.9938451051712036,0.9720247983932495,0.9474400281906128,0.027974924072623253,1e-04,0.9822847247123718,0.9650237560272217,0.9893950819969177,0.9414215087890625,0.8948039412498474,0.05857850983738899,0.9212703704833984,0.9555947184562683
15,0.9934855103492737,0.9697521328926086,0.9433065056800842,0.030247576534748077,1e-04,0.980645477771759,0.9623330235481262,0.9890131950378418,0.9352379441261292,0.8832367062568665,0.06476195901632309,0.9190062284469604,0.9517140984535217
16,0.9946399927139282,0.9776303768157959,0.9578865766525269,0.022369707003235817,1e-04,0.9871861934661865,0.9699277281761169,0.9899377226829529,0.940842866897583,0.8929217457771301,0.05915703997015953,0.9295943975448608,0.9578711986541748
17,0.9948652982711792,0.9794349670410156,0.9612899422645569,0.020564978942275047,1e-04,0.9882599711418152,0.9716681241989136,0.9884152412414551,0.9305604100227356,0.8753350377082825,0.06943968683481216,0.9048402905464172,0.9704417586326599
18,0.9948685169219971,0.9794090986251831,0.9612345099449158,0.020590869709849358,1e-04,0.9888022541999817,0.9710625410079956,0.9908365607261658,0.9494073987007141,0.9083405137062073,0.05059254169464111,0.9374954700469971,0.9585033059120178
19,0.9951025247573853,0.9808197021484375,0.9639328122138977,0.01918034628033638,1e-04,0.989900529384613,0.9728034734725952,0.9904906153678894,0.9479327201843262,0.905981719493866,0.05206729471683502,0.9279309511184692,0.9667555093765259
20,0.9938119649887085,0.9719484448432922,0.9478585124015808,0.028051316738128662,1e-04,0.9830562472343445,0.9637585282325745,0.9861546158790588,0.920359194278717,0.8579097390174866,0.07964083552360535,0.925225019454956,0.9011951684951782
21,0.9941693544387817,0.9749811291694641,0.9528725147247314,0.025018582120537758,1e-04,0.9843397736549377,0.9671391248703003,0.9909273982048035,0.9498870372772217,0.9079558849334717,0.05011293292045593,0.942775547504425,0.9511873126029968
22,0.9951804280281067,0.98145592212677,0.965147078037262,0.018543699756264687,1e-04,0.9904338121414185,0.9732978343963623,0.9911033511161804,0.951170027256012,0.9105667471885681,0.04882991686463356,0.9384918808937073,0.9622395038604736
23,0.995410680770874,0.9830135703086853,0.968153178691864,0.016986163333058357,1e-04,0.9918981790542603,0.9745419025421143,0.9911854267120361,0.9518824219703674,0.9119710922241211,0.048117589205503464,0.938300609588623,0.9630910158157349
24,0.995484471321106,0.983540415763855,0.9691488146781921,0.01645943522453308,1e-04,0.9924828410148621,0.9748356342315674,0.9911239147186279,0.9507070183753967,0.9096786379814148,0.049292951822280884,0.9402812719345093,0.9571348428726196
25,0.9954044222831726,0.9829457998275757,0.9680088758468628,0.017054559662938118,1e-04,0.9923887252807617,0.9739242196083069,0.982539176940918,0.8943118453025818,0.8136481642723083,0.10568817704916,0.8764142990112305,0.9059880971908569
26,0.992938220500946,0.9662649035453796,0.937275230884552,0.03373473510146141,1e-04,0.9766615629196167,0.9595661759376526,0.9900970458984375,0.9439725875854492,0.8982962965965271,0.056027427315711975,0.9292164444923401,0.9604963064193726
27,0.9951059818267822,0.981034517288208,0.9642965197563171,0.018965445458889008,1e-04,0.9904742240905762,0.9723301529884338,0.9902910590171814,0.9463624358177185,0.9015429019927979,0.05363759025931358,0.9324011206626892,0.9605364799499512
28,0.9954333901405334,0.9831520915031433,0.968399703502655,0.016847802326083183,1e-04,0.9924895763397217,0.9741708636283875,0.990792453289032,0.9487759470939636,0.9054918885231018,0.051224082708358765,0.934832751750946,0.9674419164657593
29,0.9956842064857483,0.9848214983940125,0.9716202020645142,0.01517823152244091,1e-05,0.9938445091247559,0.9760363698005676,0.9907526969909668,0.9488041400909424,0.9061728119850159,0.051195885986089706,0.9376558661460876,0.957588791847229
